category,latitude,longitude,name,rating,review_count
burgers,34.101411,-118.341748,Apollonia's Pizzeria,3.5,1854
sportsbars,34.0908543,-118.2783261,Arashi Sushi,4.5,324
italian,34.08347702,-118.3664856,Araya's Place - Thai Vegan Restaurant,4,169
ramen,34.0484525,-118.2390921,Arctic Hotspot Bakery & Cafe,4,2681
sportsbars,34.0908543,-118.2783261,Ariyoshi Sushi Cafe Izakaya,4.5,326
burgers,34.07905579,-118.3611374,Aslan Mediterranean Cuisine,4,1499
breweries,34.06469,-118.34368,Asso Pasta Bar & Wine,4,298
breweries,34.06469,-118.34368,Atlacatl Restaurant,4,299
tradamerican,34.0511203,-118.2543221,Atrium,4,1707
french,34.051909,-118.3843212,Atwater Village Tavern,4.5,1239
breakfast_brunch,34.097807,-118.362255,Au Lac,4,5741
newamerican,34.04608,-118.23489,Auburn,4,859
french,34.051909,-118.3843212,Ave 26 Taco Stand,4.5,1241
argentine,34.0574375,-118.2937431,Awash Restaurant,4.5,430
argentine,34.0574375,-118.2937431,Awesome Coffee,4.5,430
caribbean,34.00574,-118.33183,Ay-Do-No Korean BBQ,4,343
caribbean,34.00574,-118.33183,Azay,4,343
newamerican,34.07619,-118.25656,Azla,4.5,53
newamerican,34.07619,-118.25656,Baby's Badass Burgers,4.5,53
african,34.05272,-118.37456,Bacari W 3rd,4,71
african,34.05272,-118.37456,Bacari W. Adams,4,69
mexican,34.021171,-118.21276,Bäco Mercat,4.5,830
korean,34.06340679,-118.3038818,Badmaash - Downtown LA,4.5,1291
korean,34.06340679,-118.3038818,Badmaash - Fairfax,4.5,1292
seafood,34.0728,-118.37363,Baja's Grill,4.5,664
tex-mex,34.15779307,-118.3973857,Baldoria,4.5,194
tex-mex,34.15779307,-118.3973857,Banditos Tacos & Tequila,4.5,195
chicken_wings,34.0674543,-118.3096191,Banh Oui,4.5,552
mexican,34.04534,-118.21398,Bao Dim Sum House,4,680
mediterranean,34.09850002,-118.3493066,Bao Hiroo,5,219
mideastern,34.10203,-118.32191,BaoHaus,4,550
movietheaters,34.04809,-118.2589433,BAR Ama,4.5,107
movietheaters,34.04809,-118.2589433,Barbara's At The Brewery,4.5,110
movietheaters,34.04809,-118.2589433,Barbrix Restaurant & Wine Bar,4.5,111
seafood,34.07649,-118.30151,barcito,4.5,126
seafood,34.07649,-118.30151,Barkada,4.5,127
seafood,34.07649,-118.30151,Baroo,4.5,127
coffee,34.060212,-118.291328,Bavel,4.5,1058
coffee,34.060212,-118.291328,BBQ + Rice,4.5,1059
tapasmallplates,34.10052,-118.32927,BBQ + RICE Korean BBQ Bowls,4.5,967
coffee,34.060212,-118.291328,BCD Tofu House,4.5,1059
bakeries,34.106215,-118.28776,Beachwood Cafe,4,4185
bakeries,34.106215,-118.28776,Beauty & Essex,4,4186
korean,34.06309902,-118.2971334,Beelman's,4,729
italian,34.103042,-118.291857,Beer Belly,4,945
lounges,33.99689,-118.42654,Beetle House LA,4,1466
lounges,33.99689,-118.42654,Beignet Box,4,1466
lounges,33.99689,-118.42654,Belizean Paradise,4,1467
lounges,33.99689,-118.42654,Bento Man,4,1467
sushi,34.04529488,-118.2384584,Berry Que,4,1032
greek,33.95247039,-118.385242,Best Fish Taco In Ensenada,4.5,1016
greek,33.95247039,-118.385242,Bestia,4.5,1015
sandwiches,34.0836847,-118.344759,BESTIES Vegan Paradise,4,990
newamerican,34.08695394,-118.376753,Beut,3.5,2274
french,34.07208,-118.36749,Beverly Soon Tofu Restaurant,4,2033
korean,34.06190712,-118.3096816,Bhan Kanom Thai,4,626
coffee,34.1088282,-118.2872851,Bibi's Bakery & Cafe,4.5,231
italian,34.1184299,-118.25971,Biergarten,4,575
newamerican,34.054358,-118.251339,Big Ants BBQ,4,1877
italian,34.1184299,-118.25971,Bird on the Tree Cafe,4,575
mediterranean,34.02948,-118.38901,Bird's Nest Cafe,4,537
mediterranean,34.02948,-118.38901,Birdies,4,537
foodtrucks,34.034644,-118.241766,Birds Rotisserie Chicken Cafe & Bar,4,978
burgers,34.069511,-118.276321,Biriyani Kabob House,4,1207
breakfast_brunch,34.0472167,-118.238885,Birrieria Don Boni,4,656
breakfast_brunch,34.0472167,-118.238885,Birrieria Los Gonzalez,4,656
soulfood,34.03278,-118.35994,BKK101 Thai Cuisine,4,234
soulfood,34.03278,-118.35994,BKLA,4,235
thai,34.10199,-118.30323,Black Hogg Sandwiches,4,888
tex-mex,34.023008,-118.39482,Blackbird Pizza Shop,4,42
thai,34.098273,-118.306147,Blacksmiths,5,49
thai,34.098273,-118.306147,Blair's Restaurant,5,50
indpak,34.08366,-118.34327,Bloom Cafe,4,2529
indpak,34.08366,-118.34327,Blossom Restaurant,4,2530
indpak,34.08366,-118.34327,Blossom Vietnamese Restaurant,4,2530
indpak,34.08366,-118.34327,Blu Elefant Cafe,4,2531
french,34.07206,-118.36735,Blu Jam Cafe,4,1813
vegan,34.04565336,-118.2324523,Bludso's Bar & Que,4,915
tradamerican,34.0511203,-118.2543221,Blue Cow Kitchen & Bar,4,1708
indpak,34.08366,-118.34327,Blue Palms Brewhouse,4,2531
italian,34.0711906,-118.3599417,Bo Daddy’s BBQ,4,1163
italian,34.0711906,-118.3599417,Bodhi Bowl,4,1164
italian,34.0711906,-118.3599417,Bolt,4,1164
italian,34.07642,-118.34909,Bon Juk,4.5,1724
wine_bars,34.0734651,-118.3818814,Bon Shabu,4,2204
italian,34.07642,-118.34909,Bon Temps,4.5,1725
italian,34.07642,-118.34909,BongChu,4.5,1725
italian,34.07642,-118.34909,Boo's Philly Cheesesteaks - Koreatown,4.5,1726
italian,34.07642,-118.34909,Boo's Philly Cheesesteaks - Silverlake,4.5,1726
southern,34.102039,-118.299858,Boolieya,4.5,725
southern,34.102039,-118.299858,Bootleg Pizza,4.5,726
chicken_wings,34.04787729,-118.3254493,Border Grill Downtown LA,4.5,135
newamerican,34.079289,-118.361585,Bossa Nova on Sunset,4,3322
mexican,34.083399,-118.313686,Botanica Restaurant & Market,4,189
italian,34.07657,-118.31101,Bottega Louie,4,49
breakfast_brunch,34.09019089,-118.2777252,Bourgeois Pig,4,1628
italian,34.07657,-118.31101,Bowery Bungalow,4,49
wine_bars,34.0734651,-118.3818814,Braazo Pizza,4,2204
pizza,34.06188,-118.34278,Brera Ristorante,4,389
pizza,34.06188,-118.34278,Breva Restaurant,4,390
sushi,34.04210281,-118.2636871,BROKEN MOUTH | Lee's Homestyle,4,727
vegan,34.0763201,-118.3659884,Broken Shaker Los Angeles,4.5,615
sushi,34.06194,-118.34573,Broken Spanish,4,1033
mediterranean,34.0399268,-118.4233433,Brothers Bbq,4,306
mediterranean,34.10262892,-118.2919436,Brothers Sandwich Shop,4.5,904
mediterranean,34.0399268,-118.4233433,Brothers Shabuhouse,4,306
mediterranean,34.0399268,-118.4233433,Brownstone LA,4,307
gluten_free,34.05293432,-118.2571827,Buca di Beppo Italian Restaurant,4,162
salvadoran,34.07655,-118.294522,Buil Samgye Tang,4,466
newamerican,34.1040989,-118.291367,Bulan Thai Vegetarian Kitchen,4,257
mexican,34.05241,-118.30071,Bulgogi Hut,4,2120
sushi,34.08366,-118.34331,Buna Ethiopian Restaurant & Market,4,627
newamerican,34.1040989,-118.291367,Bunker Hill Bar & Grill,4,258
vegan,34.05635905,-118.2509367,Burgerlords Chinatown,4,873
vegan,34.05635905,-118.2509367,Burgers Never Say Die,4,875
newamerican,34.08369,-118.33988,bushi by JINYA,4.5,72
newamerican,34.08369,-118.33988,Button Mash,4.5,72
foodstands,34.08296202,-118.2170077,by CHLOE. Silver Lake,4.5,1297
foodstands,34.08296202,-118.2170077,Byul Gobchang,4.5,1299
bbq,34.10183154,-118.3184482,CaCao Mexicatessen,4,468
thai,33.95878,-118.39451,Cactus Taqueria #1,4,1977
thai,33.95878,-118.39451,Cafe Angelino,4,1977
french,34.084159,-118.338194,Cafe Beaujolais,4,808
newamerican,34.09526,-118.29498,Cafe Creole,4,1634
thai,33.95878,-118.39451,Cafe Dulce,4,1979
korean,34.0691149,-118.3073944,Cafe Gratitude,4,853
thai,33.95878,-118.39451,Cafe Gratitude - Larchmont,4,1979
japanese,34.05074824,-118.2417126,Cafe Korobokgur,5,17
ethiopian,34.0173639,-118.2783144,Cafe London Monochrome,4.5,376
newamerican,34.07172,-118.36485,Cafe Los Feliz,4.5,253
korean,34.0693,-118.29253,Cafe Mak,4.5,503
vegan,34.0763201,-118.3659884,Cafe Midi,4.5,615
sandwiches,34.0835949,-118.3420061,Café Stella,5,5
coffee,34.116939,-118.261573,Cafe Teragram,4,850
newamerican,34.07172,-118.36485,Café Tropical,4.5,255
italian,34.03447,-118.28341,Cafe Vietnam Truck,4,1353
vegetarian,34.0762049,-118.3702675,Cafecito Organico,4.5,456
vegetarian,34.0762049,-118.3702675,Calavera Burrito Co.,4.5,456
mediterranean,34.0477539,-118.2473573,CALI PHO NIA,4,2535
mediterranean,34.0477539,-118.2473573,California Ramen Factory,4,2535
indpak,34.05099796,-118.2449263,Calle Tacos,4,1714
tikibars,34.10187,-118.33383,Candela,4.5,359
vegan,34.08279,-118.32404,Canter's Deli,4,2076
indpak,34.05099796,-118.2449263,Cardamom Indian Cuisine,4,1715
ramen,34.04987591,-118.2423097,Carlitos Gardel Argentine Steakhouse,3.5,3010
indpak,34.07878,-118.36113,Carnes Asadas Pancho Lopez,4,214
seafood,34.06107,-118.29325,Carney's Sunset Strip,4,27
sandwiches,34.09954004,-118.3291696,Carnitas Michoacan,4.5,150
argentine,34.0839249,-118.3630799,Carousel Restaurant,4.5,964
sandwiches,34.09954004,-118.3291696,Carrera Cafe,4.5,151
sandwiches,34.0835949,-118.3420061,Casa Bianca Pizza Pie,5,4
mideastern,34.04151,-118.23261,Casa Fina Restaurant & Cantina,4.5,1069
sandwiches,34.0835949,-118.3420061,Casa La Doña,5,4
tradamerican,34.093984,-118.327639,Casa Noodle Teriyaki,4,1677
sandwiches,34.0835949,-118.3420061,Cascabel,5,5
sandwiches,34.0835949,-118.3420061,Cassell's Hamburgers,5,5
dimsum,34.07577,-118.36982,Castle BBQ,4,2772
dimsum,34.07577,-118.36982,Castle's Catering,4,2775
dimsum,34.07577,-118.36982,Catch 56,4,2775
korean,34.05786,-118.30274,Cattle & Claw,4,1798
dimsum,34.07577,-118.36982,Caveman Kitchen,4,2779
seafood,34.083628,-118.330168,Cena Vegan,4.5,2631
dimsum,34.07577,-118.36982,Ceviche Project,4,2779
japanese,34.04727,-118.23464,Chadolpoong,4.5,58
japanese,34.04727,-118.23464,Chakan Sul Lung Tang,4.5,59
taiwanese,34.0615395,-118.2397114,Chan Dara Restaurant,4,525
tex-mex,34.0483374,-118.2477806,Charlie's Famous Fried Chicken,4,1184
tex-mex,34.0483374,-118.2477806,Charlie's Fish & Chips,4,1185
wine_bars,34.10406977,-118.27294,Chef Kang Food Rehab,4,1137
wine_bars,34.10406977,-118.27294,Cherry Pick Cafe,4,1138
cocktailbars,34.040358,-118.2634197,Chi Spacca,4,312
chinese,34.02843528,-118.2757835,Chibiscus Asian Cafe,4,58
cocktailbars,34.040358,-118.2634197,Chicas Tacos,4,312
tapasmallplates,34.0941,-118.32734,Chicharroland,4.5,279
tapasmallplates,34.0941,-118.32734,Chichen Itza Restaurant,4.5,280
tapasmallplates,34.0941,-118.32734,ChiMac Star,4.5,280
newamerican,34.09053,-118.29057,Chimney Coffee House,4,24
newamerican,34.08695394,-118.376753,Chin's Hawaiian Teriyaki Bbq Chicken,3.5,2273
newamerican,34.08695394,-118.376753,Chinchikurin - Little Tokyo,3.5,2274
mideastern,34.04151,-118.23261,Chinese Friends Restaurant,4.5,1065
mideastern,34.04151,-118.23261,Choeng Wun Korean BBQ Buffet Restaurant,4.5,1064
korean,34.05286,-118.29235,Choi Ga Nei Korean BBQ,4,1455
mideastern,34.04151,-118.23261,Chosun Galbee,4.5,1064
gastropubs,34.09883,-118.32908,Chung Ki Wa,3.5,1725
beer_and_wine,34.075313,-118.323881,Chungchun Rice Hotdogs,4.5,887
mideastern,34.04151,-118.23261,Chunju Han-il Kwan,4.5,1066
asianfusion,34.0404035,-118.2535117,Churros La Paloma,5,664
korean,34.06286026,-118.2975703,Cielito Lindo,4.5,1557
mideastern,34.04151,-118.23261,Cilantro Lime,4.5,1066
korean,34.09049,-118.31391,CJ's Cafe,5,78
italian,34.07642,-118.34909,Clayton's Public House,4.5,1726
korean,34.0981449,-118.3504349,Cleo Hollywood,4.5,229
korean,34.0981449,-118.3504349,Cleo Third Street,4.5,229
icecream,34.04756325,-118.3279804,Cliff's Edge,4.5,444
mexican,34.13166,-118.35262,Cocobella Creamery,4.5,657
korean,34.06208625,-118.3026584,Coffee Attic,4,3973
vegetarian,34.06217,-118.23561,Coffee For Breakfast,4.5,639
korean,34.06208625,-118.3026584,Coffee MCO,4,3978
spanish,34.0699736,-118.376559,Cole's French Dip,4,3783
korean,34.063681,-118.306458,Colorado Donuts,3.5,2173
vegan,34.10768,-118.26677,Colori Kitchen,4.5,830
korean,34.06208625,-118.3026584,Combo A,4,3979
mexican,34.0634262,-118.2456717,Comfort Kitchen,4,870
korean,34.056163,-118.309877,Comfort LA,4.5,416
japanese,34.04002,-118.44326,Commerson,4,1240
newamerican,34.11993,-118.32132,Concerto,3.5,406
vegan,34.04552,-118.25087,Coppelia's Bakery & Cafe,4.5,312
gastropubs,34.06207586,-118.3455771,Coral Fish Poke Shop,4,1081
vegan,34.04552,-118.25087,Corn Man,4.5,312
gastropubs,34.064332,-118.308546,Corner Place,4,2350
thai,34.09784367,-118.3183377,Cosa Buona,4.5,1712
gastropubs,34.064332,-118.308546,Cousins Maine Lobster - Los Angeles,4,2350
mediterranean,34.0477539,-118.2473573,Cow Cafe,4,2535
newamerican,34.102131,-118.336288,Crab House,3.5,1826
newamerican,34.102131,-118.336288,Crawford's,3.5,1829
newamerican,34.102131,-118.336288,Crepes De Paris,3.5,1833
desserts,34.1431,-118.3964,Crispy Crust Hollywood,5,3
caribbean,34.0514736,-118.3442814,Crispy School,4.5,144
mexican,33.95998,-118.41685,Crossroads,4.5,1920
sandwiches,34.04762,-118.32758,Crown Of India,4.5,830
mexican,33.95998,-118.41685,Crumbs & Whiskers - Kitten & Cat Cafe,4.5,1921
mexican,33.95998,-118.41685,Crustees Eatery,4.5,1925
japanese,34.04511261,-118.3088303,Cruzer Pizza 100% Vegan,4,230
bubbletea,34.07295286,-118.3755598,Crying Tiger,4.5,915
bubbletea,34.07295286,-118.3755598,Culina,4.5,916
mexican,34.1010002,-118.2872851,Curry House,4,2121
vietnamese,34.0672573,-118.2356333,D's Dubai Sauce,4,1378
italian,34.03402,-118.22919,Daebokjung,4.5,5847
italian,34.03402,-118.22919,DaeBuDo,4.5,5849
italian,34.03402,-118.22919,Daikokuya Little Tokyo,4.5,5849
italian,34.03402,-118.22919,DAMA,4.5,5853
italian,34.03402,-118.22919,Dan Sung Sa,4.5,5853
shavedice,34.07606119,-118.3453605,Dave's Gourmet Korean Food,4.5,650
vegan,34.09523,-118.29584,Dave's Hot Chicken,5,38
korean,34.06577,-118.30847,Daw Yee Myanmar Corner,4.5,30
korean,34.05286,-118.29235,Dedicated Danny's Bacon Wrapped Hotdogs,4,1455
desserts,34.1431,-118.3964,Delancey,5,3
korean,34.05286,-118.29235,Deli-cious Deli & Catering,4,1454
korean,34.0981349,-118.3274954,Deli-In,4,114
gastropubs,34.07485257,-118.308903,Delia's Restaurant,4,779
brazilian,34.0982846,-118.3466992,Della Terra,3.5,3067
bbq,34.10393479,-118.2377386,Delphine,4.5,90
bbq,34.10393479,-118.2377386,Demitasse,4.5,91
ramen,34.0401532,-118.4424537,Denim The Eatery,4,1692
coffee,34.062402,-118.343631,DeSano Pizza Bakery,4.5,112
cafes,34.0344334,-118.2916849,Desert Rose,4,693
bars,34.101795,-118.3323928,Design Cafe Dabang,4,931
italian,34.08335868,-118.3247249,Diablo,4,1523
chickenshop,34.04183631,-118.2590469,Diamond Buffet & Grill,4,1733
wine_bars,34.0734651,-118.3818814,Dino's Chicken and Burgers,4,2204
chickenshop,34.04183631,-118.2590469,Dirt Dog,4,1735
chickenshop,34.04183631,-118.2590469,District,4,1738
korean,34.0691149,-118.3073648,Division 3,5,9
sushi,34.06194,-118.34573,Dodger Stadium - Stadium Club,4,1032
newamerican,34.10538345,-118.3189041,Dollar Hits,4,916
vegan,34.09751546,-118.3652657,Don Felix Restaurant,4.5,979
pakistani,34.0693318,-118.2925028,Don Francisco's Coffee Casa Cubana,4.5,811
pakistani,34.0693318,-118.2925028,Dōnatsu,4.5,812
mexican,34.04714,-118.21799,Dong II Jang Restaurant,4.5,416
mexican,34.04714,-118.21799,Donut Friend,4.5,415
mexican,34.04714,-118.21799,Doomie's Home Cookin',4.5,415
ramen,34.0505289,-118.2486189,Doshi Fish,4.5,909
mexican,34.04714,-118.21799,DRAGO Centro,4.5,416
mexican,34.02362,-118.26508,Drive Thru Pupusas,4,161
mexican,34.02362,-118.26508,DTLA RAMEN,4,161
korean,34.06404114,-118.288063,Duidough Cafe & Cookie Lab,4.5,464
sandwiches,34.0825531,-118.2731253,Dulan's On Crenshaw,4.5,189
mediterranean,34.04507954,-118.2607108,Dumpling House,4,1350
pizza,34.08387,-118.35253,Dune,4.5,231
newamerican,34.0888,-118.3769,Dune Downtown,4,162
newamerican,34.0888,-118.3769,E.A.K. Ramen,4,163
newamerican,34.04716,-118.24708,Eagle Rock Green Dragon,4.5,587
newamerican,34.04716,-118.24708,Eagle Rock Italian Bakery & Deli,4.5,587
gastropubs,34.064332,-118.308546,Eagle Rock Kitchen,4,2350
italian,34.10851,-118.26806,Earle's On Crenshaw,4,498
breakfast_brunch,34.04676,-118.25099,Eastside Market Italian Deli,4,923
breakfast_brunch,34.04676,-118.25099,Eat Drink Americano,4,923
breakfast_brunch,34.04676,-118.25099,Eat This Cafe,4,928
breakfast_brunch,34.04676,-118.25099,Ebaes,4,928
newamerican,34.08371444,-118.3505714,ediBOL,4,5065
delis,33.98800555,-118.3626715,Egg Tuck,4.5,725
newamerican,34.08371444,-118.3505714,Eight Korean BBQ,4,5072
bbq,34.0821746,-118.3442326,Eighth Street Soondae,4,1883
bbq,34.0821746,-118.3442326,El Camaron Pelado,4,1885
newamerican,34.05187005,-118.2520536,El Carmen,4,1268
vietnamese,34.04721535,-118.2561958,El Cartel,4,1449
newamerican,34.05187005,-118.2520536,El Caserio,4,1269
pubs,34.1015151,-118.3233109,El Chato Taco Truck,4,854
pubs,34.1015151,-118.3233109,El Cochinito Restaurant,4,855
coffee,34.071382,-118.343837,El Comal,4,116
coffee,34.071382,-118.343837,El Compadre,4,116
latin,34.057823,-118.308776,El Coyote Mexican Cafe,4,790
bbq,34.03579025,-118.2639037,El Flamin' Taco,5,31
coffee,34.10154753,-118.3131838,El Huarache Azteca,4.5,348
newamerican,34.0596002,-118.4143396,El Huarachito,4,1665
coffee,34.10154753,-118.3131838,El Paseo Inn,4.5,349
japanese,34.06332,-118.30197,El Patroncito Mexican Cuisine,4,458
italian,34.08319,-118.33881,El Taurino,4,2711
mediterranean,34.1023799,-118.32715,El Zarape,4,1703
mexican,34.06505,-118.29207,Elbow Room,4,683
restaurants,34.03396,-118.22965,Elderberries Threefold Cafe,4.5,59
restaurants,34.03396,-118.22965,Electric Karma,4.5,58
thai,34.07658,-118.3233,Electric Lotus,3.5,347
korean,34.0622771,-118.2975168,Electric Owl,4,223
korean,34.0622771,-118.2975168,Elf Café,4,223
cheesesteaks,34.095845,-118.287102,Elio’s Wood Fire Pizza,4.5,1057
ramen,34.03957852,-118.4426696,EMC Seafood & Raw Bar,4,3816
cheesesteaks,34.095845,-118.287102,Employees Only,4.5,1056
korean,34.06204,-118.3133,Erin McKenna's Bakery,4.5,37
japanese,34.04893317,-118.2403841,Escala,4,1375
mexican,34.05323685,-118.2570291,Everytable,4,1051
brazilian,34.0982846,-118.3466992,Fabiolus Cucina,3.5,3062
brazilian,34.0982846,-118.3466992,Faith & Flower,3.5,3066
southern,34.061517,-118.239716,Fala Bar,4.5,5638
italian,34.038867,-118.23602,Falafel-Arax,4,1296
korean,34.06155498,-118.3043175,Far Bar,4,1183
breakfast_brunch,34.090825,-118.3323209,Farfalla Trattoria,4,997
asianfusion,34.0981492,-118.3501071,Fat Dog,4,1075
newamerican,34.08847,-118.26875,Fat Sal's Deli - Hollywood,4,245
newamerican,34.03046422,-118.3846952,Feast,3.5,5961
italian,34.0469301,-118.2566015,Fei Xiang Gong,4,16579
italian,34.0469301,-118.2566015,Feng Mao Lamb Kebab,4,16578
thai,34.09773,-118.335936,Figaro Bistrot,4,785
colombian,34.06373,-118.296869,Figueroa Philly Cheese Steak,4,1106
cocktailbars,34.052601,-118.263447,FIN Asian Tapas - Hollywood,4,1145
indonesian,34.0595544,-118.4201091,Fire Chicken,4,2451
italian,34.0469301,-118.2566015,Firehouse Restaurant,4,16581
coffee,34.1053749,-118.3188399,Fisherman's Island LA,3.5,853
lebanese,34.09108,-118.28308,Fisherman's Outlet,4.5,438
italian,34.03847976,-118.2347514,Five Leaves LA,4,541
italian,34.03847976,-118.2347514,Flavors of Thai,4,542
vegetarian,34.0762049,-118.3702675,Fleming's Prime Steakhouse & Wine Bar,4.5,456
asianfusion,34.0404035,-118.2535117,Flore Vegan Cuisine,5,659
cocktailbars,34.044804,-118.25665,Food Fair By Diego,4,409
cheesesteaks,34.095845,-118.287102,Foodlab,4.5,1057
pubs,34.04476547,-118.2494431,Forage,4.5,1039
cocktailbars,34.044804,-118.25665,Fortune House Chinese Cuisine,4,410
cocktailbars,34.044804,-118.25665,Founders Ale House,4,411
indpak,34.08366,-118.34327,Four Cafe,4,2532
mexican,34.04328564,-118.2635612,Frankie's,3.5,880
mexican,34.04328564,-118.2635612,Franklin & Company Tavern,3.5,881
korean,34.06315734,-118.302619,Fratelli Cafe,4,467
sandwiches,34.06341,-118.29378,Fred 62,4.5,440
japanese,34.075135,-118.308649,Freedman's,4,68
japanese,34.075135,-118.308649,Friends & Family,4,68
caribbean,34.04815,-118.34752,Frog Frozen Yogurt,4,263
caribbean,34.04815,-118.34752,Frogtowns Gourmet Tacos,4,263
italian,34.0719052,-118.3595032,Froma on Melrose,3.5,490
korean,34.056163,-118.309877,FryMadness,4.5,415
korean,34.056163,-118.309877,Fukurou Ramen,4.5,416
seafood,34.10186778,-118.3120026,Full House Seafood Restaurant,4.5,461
tradamerican,34.0511203,-118.2543221,Full Moon House 福临门,4,1708
korean,34.06158663,-118.3032418,Funculo,4.5,2041
korean,34.06158663,-118.3032418,Furaibo Restaurant,4.5,2043
korean,34.06158663,-118.3032418,Gaam Restaurant and Lounge,4.5,2045
breakfast_brunch,34.02876,-118.27517,Gaby's Mediterranean Restaurant Cafe,4,2012
ethiopian,34.0570974,-118.3641842,Gam Ja Gol,4.5,335
ethiopian,34.0570974,-118.3641842,GamBoJok,4.5,335
newamerican,34.050802,-118.253996,Genghis Cohen,3.5,841
burgers,34.075395,-118.323818,Genki Grill,4,333
burgers,34.075395,-118.323818,Get Bbul,4,333
burgers,34.075395,-118.323818,Ghost Pizza Kitchen,4,334
burgers,34.075395,-118.323818,Gigi's Bakery & Café,4,334
burgers,34.08373,-118.30949,Gingergrass,3.5,433
indpak,34.05099796,-118.2449263,Ginza Ramen,4,1714
burgers,34.08373,-118.30949,Gizmo's Cereal Bar,3.5,433
burgers,34.06523903,-118.2372121,Gloria's Cafe,4,732
burgers,34.06523903,-118.2372121,Gloria's Cuisine LA,4,733
japanese,34.050023,-118.239935,Glowing Juices/ Vegan Market,4.5,3536
burgers,34.099915,-118.2589283,Go Pocha,4,297
chinese,34.06301,-118.2384,Gogobop Korean Rice Bar,4,2484
burgers,34.099915,-118.2589283,Gokoku Vegetarian Ramen Shop,4,298
ramen,34.062038,-118.3424849,Gol Tong Chicken,4,108
asianfusion,34.07397765,-118.2515627,Golden Dragon Restaurant,4,598
asianfusion,34.07397765,-118.2515627,Golden Lake Eatery Cambodian Restaurant,4,599
korean,34.06340679,-118.3038818,Golden Mongolian Restaurant,4.5,1293
italian,34.05101747,-118.257886,Golden State,4,1531
mexican,34.0327911,-118.3417282,Good Burger,4.5,1127
bbq,34.06383505,-118.305978,Good Goose Cafe,4.5,674
breakfast_brunch,34.05744023,-118.3451571,Good Greek Grill,5,216
argentine,34.0574375,-118.2937431,Gracie's Pizza,4.5,430
mexican,34.0906351,-118.307928,Grand Central Market,4.5,686
tacos,34.08827,-118.32633,Granny's Kitchen,4,900
newamerican,34.048111,-118.258345,Green Leaves Vegan,4.5,353
german,34.07757,-118.34438,Grilled Fraiche,4,831
brazilian,33.99933153,-118.4183068,Grub,4,805
pizza,34.10211,-118.29962,Guelaguetza Restaurante,4.5,747
cajun,34.0109188,-118.3366526,Guerrilla Tacos,4,174
cajun,34.0109188,-118.3366526,Guisados DTLA,4,173
vietnamese,34.04721535,-118.2561958,Gus's Drive In,4,1449
vegan,34.04565336,-118.2324523,Gus's World Famous Fried Chicken,4,915
vegan,34.08279,-118.32404,Gwang Yang BBQ,4,2073
vegan,34.08279,-118.32404,Gwen Butcher Shop,4,2074
steak,34.095603,-118.37238,H Cafe,3.5,1841
korean,34.06308369,-118.2974812,H&H Brazilian Steakhouse,4.5,1460
coffee,34.060212,-118.291328,Hae Ha Heng Thai Bistro,4.5,1060
vegan,34.08279,-118.32404,Hae Jang Chon Korean BBQ Restaurant,4,2075
coffee,34.11055,-118.28726,Haemaru,4,848
coffee,34.11055,-118.28726,Hak San - LA,4,850
french,34.07214,-118.34368,Hakata Ikkousha,4,257
sushi,34.0498199,-118.25819,Halmoni Grandmas Dukbokki,3.5,2082
french,34.07214,-118.34368,Ham Ji Park,4,259
seafood,34.06242492,-118.2976707,Hama Sushi,4,2288
breakfast_brunch,34.021791,-118.396617,Han Bat Sul Lung Tang,4,1274
breakfast_brunch,34.021791,-118.396617,Han Mi Jung,4,1274
soup,34.06646855,-118.3093839,Hana Ichimonme,5,7
soup,34.06646855,-118.3093839,Hana Kitchen,4,9
salad,34.083673,-118.341008,Hangari Bajirak Kalguksu,4,821
mexican,34.1014551,-118.3314412,Happy Taco,4,769
mexican,34.1014551,-118.3314412,Harold & Belle's,4,768
mexican,34.0596284,-118.3451919,HaSunSaeng - MasterHA,4,638
mexican,34.0596284,-118.3451919,HATCH Yakitori + Bar,4,639
tex-mex,34.09979,-118.29021,Hayato,4.5,960
brazilian,34.0156678,-118.4127939,Healthy Zone Jook Hyang,4.5,25
tradamerican,34.096039,-118.326357,Here's Looking At You,4.5,166
brazilian,34.0156678,-118.4127939,HiFi Kitchen,4.5,25
argentine,34.0839249,-118.3630799,High Tide,4.5,964
mexican,34.08383745,-118.213409,Hill Street Bar & Restaurant,5,94
mexican,34.08383745,-118.213409,Himalayan House,5,95
burgers,34.095947,-118.371902,HMS Bounty,4,765
mexican,34.07251,-118.2213,Hock+Hoof,4,1196
mexican,34.07251,-118.2213,HoHo Chicken,4,1198
armenian,34.10137,-118.30125,Holbox,4.5,660
armenian,34.10137,-118.30125,Hollywood Burger,4.5,661
cocktailbars,34.05049,-118.24406,Hollywood Thai,4,1349
bbq,34.0665313,-118.2542661,Home Restaurant - Los Feliz,4,1996
bars,34.04493399,-118.2658048,Homegirl Cafe,3.5,2593
cafes,34.0838349,-118.3692845,Honda Ya Izakaya,4,324
cafes,34.0838349,-118.3692845,Honey Bee's House of Breakfast,4,324
cafes,34.0838349,-118.3692845,Honey Hi,4,325
seafoodmarkets,34.04083,-118.24018,Honey Night,4,1099
cafes,34.0838349,-118.3692845,Honey Pig,4,325
mexican,34.0466,-118.21837,Honeybee Burger,4,492
mexican,34.0466,-118.21837,Honeybird,4,493
sandwiches,34.07225218,-118.3626293,Honeymee,4.5,1098
